Var1,Colony,density_5km,density_15km,density_30km,type,season,Date___fert,Name,newChip,Sex,AGE,pupSex,pup,FA_mom,FA_pup,Weight_mom,pup_weight,preg_list,non_preg_list,min_reproductive_state,Reproductive_State,comments,BellyWidth,preg_parasites,parasites,nonpreg_parasites,temprature_IMS,,,date,BMI,preg_ratio,Reproductive_State_numeric,,min_morphology_numeric,min_morphology,morphology,group,real_year,winter_group,mom&preg
36,Segafim,407.8869522,341.8639742,923.1368704,rural,spring,28-Mar-0023,SG-15,NaN,F,adult,,0,93,NaN,127,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,14.8,,,92,1.404255319,0.315789474,0,,0,man made,abandoned building,1,1,0,0
41,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-5,NaN,F,adult,,0,85,NaN,101,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,18.6,,,92,1.444444444,0.315789474,0,,0,man made,abandoned building,1,1,0,0
45,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-9,NaN,F,adult,,0,90,NaN,87,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,18.6,,,92,1.619565217,0.315789474,0,,0,man made,abandoned building,1,1,0,0
46,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-10,NaN,F,adult,,0,91,NaN,116,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,18.6,,,92,1.282608696,0.315789474,0,,0,man made,abandoned building,1,1,0,0
48,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-12,NaN,F,adult,,0,84,NaN,93,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,1,1,18.6,,,92,1.636363636,0.315789474,0,,0,man made,abandoned building,1,1,0,0
50,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-14,NaN,F,adult,,0,83,NaN,99,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,2,2,18.6,,,92,1.428571429,0.315789474,0,,0,man made,abandoned building,1,1,0,0
56,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-20,NaN,F,adult,,0,96,NaN,126,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,2,2,18.6,,,92,1.375,0.315789474,0,,0,man made,abandoned building,1,1,0,0
93,Aseret,1432.309575,1242.690028,1489.738816,rural,spring,29-Mar-0023,AS-3,NaN,F,adult,,0,94,NaN,128,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,15,,,92,1.457446809,0.315789474,0,,0,man made,abandoned building,1,1,0,0
99,Aseret,1432.309575,1242.690028,1489.738816,rural,spring,29-Mar-0023,AS-9,NaN,F,adult,,0,92,NaN,118,NaN,NaN,1,non pregnant,non pregnant,blood sample,NaN,NaN,0,0,15,,,92,1.402061856,0.315789474,0,,0,man made,abandoned building,1,1,0,0
112,Center,12950.51342,5850.369695,2565.481855,city,spring,31-Mar-0023,CR-3,NaN,F,adult,,0,88,NaN,95,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,17.7,,,92,1.421052632,0.315789474,0,,0,man made,abandoned building,1,1,0,0
119,Center,12950.51342,5850.369695,2565.481855,city,spring,31-Mar-0023,CR-10,2.33E+11,F,adult,,0,92,NaN,107,NaN,NaN,1,non pregnant,non pregnant,recapture,NaN,NaN,2,2,17.7,,,92,1.659793814,0.315789474,0,,0,man made,abandoned building,1,1,0,0
123,Center,12950.51342,5850.369695,2565.481855,city,spring,31-Mar-0023,CR-14,NaN,F,adult,,0,92,NaN,100,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,17.7,,,92,1.430107527,0.315789474,0,,0,man made,abandoned building,1,1,0,0
128,Center,12950.51342,5850.369695,2565.481855,city,spring,31-Mar-0023,CR-19,NaN,F,adult,,0,94,NaN,122,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,1,1,17.7,,,92,1.621052632,0.315789474,0,,0,man made,abandoned building,1,1,0,0
134,Center,12950.51342,5850.369695,2565.481855,city,spring,31-Mar-0023,CR-25,NaN,F,adult,,0,94,NaN,126,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,17.7,,,92,1.282608696,0.315789474,0,,0,man made,abandoned building,1,1,0,0
154,Jaffa,14071.62687,6183.392671,2619.763597,city,spring,26-Mar-0023,JF -2,NaN,F,adult,,0,90,NaN,112,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,16,,,94,1.478723404,0.111111111,0,,0,man made,active building,1,1,0,0
156,Jaffa,14071.62687,6183.392671,2619.763597,city,spring,26-Mar-0023,JF -4,NaN,F,adult,,0,91,NaN,120,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,1,1,16,,,94,1.134020619,0.111111111,0,,0,man made,active building,1,1,0,0
161,Jaffa,14071.62687,6183.392671,2619.763597,city,spring,26-Mar-0023,JF -9,NaN,F,adult,,0,91,NaN,119,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,16,,,94,1.079545455,0.111111111,0,,0,man made,active building,1,1,0,0
162,Jaffa,14071.62687,6183.392671,2619.763597,city,spring,26-Mar-0023,JF -10,NaN,F,adult,,0,95,NaN,138,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,2,2,16,,,94,1.26,0.111111111,0,,0,man made,active building,1,1,0,0
170,Jaffa,14071.62687,6183.392671,2619.763597,city,spring,26-Mar-0023,JF -19,NaN,F,adult,F,1,93,51,132,28,NaN,1,non pregnant,non pregnant,,NaN,NaN,1,1,16,,,94,1.350515464,0.111111111,0,,0,man made,active building,1,1,0,1
171,Jaffa,14071.62687,6183.392671,2619.763597,city,spring,26-Mar-0023,JF -20,NaN,F,adult,F,1,96,43,140,30,NaN,1,non pregnant,non pregnant,,NaN,NaN,3,3,16,,,94,1.096774194,0.111111111,0,,0,man made,active building,1,1,0,1
202,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,winter,02-Jan-0023,BG-1A,NaN,F,adult,,0,91,NaN,132,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,3,3,12,,,94,1.2,0.111111111,0,,0,man made,active building,1,1,0,0
203,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,winter,02-Jan-0023,BG-2A,NaN,F,adult,,0,94,NaN,130,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,2,2,12,,,94,1.308510638,0.111111111,0,,0,man made,active building,1,1,0,0
207,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,winter,02-Jan-0023,BG-9A,NaN,F,adult,,0,95,NaN,118,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,2,2,12,,,94,1.404494382,0.111111111,0,,0,man made,active building,1,1,0,0
209,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,winter,02-Jan-0023,BG-11A,NaN,F,adult,,0,94,NaN,131,NaN,NaN,1,non pregnant,non pregnant,abcess,NaN,NaN,1,1,12,,,94,1.163043478,0.111111111,0,,0,man made,active building,1,1,0,0
211,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,winter,02-Jan-0023,BG-13A,NaN,F,adult,,0,88,NaN,115,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,12,,,94,1.294736842,0.111111111,0,,0,man made,active building,1,1,0,0
215,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,winter,02-Jan-0023,BG-19A,NaN,F,adult,,0,93,NaN,114,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,12,,,94,1.329787234,0.111111111,0,,0,man made,active building,1,1,0,0
216,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,winter,02-Jan-0023,BG-23A,NaN,F,adult,,0,87,NaN,108,NaN,NaN,1,non pregnant,non pregnant,no blood taken,NaN,NaN,2,2,12,,,94,1.139784946,0.111111111,0,,0,man made,active building,1,1,0,0
217,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,winter,02-Jan-0023,BG-2B,NaN,F,adult,,0,89,NaN,110,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,12,,,94,1.086956522,0.111111111,0,,0,man made,active building,1,1,0,0
218,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,winter,02-Jan-0023,BG-5B,NaN,F,adult,,0,91,NaN,114,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,1,0,12,,,94,1.221052632,0.111111111,0,,0,man made,active building,1,1,0,0
230,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,winter,12-Jan-0023,BB-22,NaN,F,adult,,0,94,NaN,112,NaN,NaN,1,non pregnant,non pregnant,no blood taken,NaN,NaN,2,2,13.5,,,94,1.234693878,0.111111111,0,,0,man made,active building,1,1,0,0
245,Aseret,1432.309575,1242.690028,1489.738816,rural,winter,04-Jan-0023,as-4,NaN,F,adult,,0,88,NaN,103,NaN,NaN,1,non pregnant,non pregnant,"eye parasites, abcess",NaN,NaN,1,1,12.3,,,94,1.168421053,0.111111111,0,,0,man made,active building,1,1,0,0
276,Shontsino,12809.91532,5427.677893,2474.556445,city,winter,28-Dec-0022,sh-16,NaN,F,adult,,0,98,NaN,139,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,13.9,,,94,1.294736842,0.111111111,0,,0,man made,active building,1,1,0,0
278,Bridge,13151.92898,5691.626481,2502.979942,city,winter,05-Jan-0023,BR-4,NaN,F,adult,,0,91,NaN,138,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,4,4,13.9,,,94,1.29787234,0.111111111,0,,0,man made,active building,1,1,1,0
283,Bridge,13151.92898,5691.626481,2502.979942,city,winter,05-Jan-0023,BR-10,NaN,F,adult,,0,92,NaN,135,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,2,2,13.9,,,94,1.189473684,0.111111111,0,,0,man made,active building,1,1,1,0
284,Bridge,13151.92898,5691.626481,2502.979942,city,winter,05-Jan-0023,BR-11,NaN,F,adult,,0,94,NaN,139,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,1,1,13.9,,,94,1.242105263,0.111111111,0,,0,man made,active building,1,1,1,0
285,Bridge,13151.92898,5691.626481,2502.979942,city,winter,05-Jan-0023,BR-14,NaN,F,adult,,0,93,NaN,138,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,13.9,,,94,1.189473684,0.111111111,0,,0,man made,active building,1,1,1,0
286,Bridge,13151.92898,5691.626481,2502.979942,city,winter,05-Jan-0023,BR-15,NaN,F,adult,,0,96,NaN,129,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,13.9,,,94,1.070588235,0.111111111,0,,0,man made,active building,1,1,1,0
287,Bridge,13151.92898,5691.626481,2502.979942,city,winter,05-Jan-0023,BR-16,NaN,F,adult,,0,96,NaN,141,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,13.9,,,94,1.315789474,0.111111111,0,,0,man made,active building,1,1,1,0
288,Bridge,13151.92898,5691.626481,2502.979942,city,winter,05-Jan-0023,BR-17,NaN,F,adult,,0,93,NaN,136,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,1,1,13.9,,,94,1.340425532,0.111111111,0,,0,man made,active building,1,1,1,0
293,Bridge,13151.92898,5691.626481,2502.979942,city,winter,05-Jan-0023,BR-22,NaN,F,adult,,0,91,NaN,130,NaN,NaN,1,non pregnant,non pregnant,"old abcess on neck, no blood taken",NaN,NaN,0,0,13.9,,,94,1.136842105,0.111111111,0,,0,man made,active building,1,1,1,0
294,Bridge,13151.92898,5691.626481,2502.979942,city,winter,05-Jan-0023,BR-23,NaN,F,adult,,0,91,NaN,135,NaN,NaN,1,non pregnant,non pregnant,no blood taken,NaN,NaN,1,1,13.9,,,94,1.311827957,0.111111111,0,,0,man made,active building,1,1,1,0
295,Bridge,13151.92898,5691.626481,2565.481855,city,winter,05-Jan-0023,BR-24,NaN,F,adult,,0,94,NaN,141,NaN,NaN,1,non pregnant,non pregnant,no blood taken,NaN,NaN,1,1,13.9,,,85,1.431578947,0.25,0,,0,man made,bridge,1,1,1,0
301,Center,12950.51342,5850.369695,2565.481855,city,winter,06-Jan-0023,cr-8,NaN,F,adult,,0,95,NaN,120,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,13.9,,,85,1.384615385,0.25,0,,0,man made,bridge,1,1,1,0
305,Center,12950.51342,5850.369695,2565.481855,city,winter,06-Jan-0023,cr-12,NaN,F,adult,,0,88,NaN,123,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,13.9,,,85,1.580645161,0.25,0,,0,man made,bridge,1,1,1,0
306,Center,12950.51342,5850.369695,2565.481855,city,winter,06-Jan-0023,cr-13,NaN,F,adult,,0,87,NaN,89,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,13.9,,,85,1.725274725,0.25,0,,0,man made,bridge,1,1,1,0
310,Center,12950.51342,5850.369695,2565.481855,city,winter,06-Jan-0023,cr-18,NaN,F,adult,,0,95,NaN,131,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,13.9,,,85,1.525773196,0.25,0,,0,man made,bridge,1,1,1,0
311,Jaffa,14071.62687,6183.392671,2619.763597,city,winter,28-Dec-0022,jf1,NaN,F,adult,,0,94,NaN,127,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,1,1,13.9,,,85,1.333333333,0.25,0,,0,man made,bridge,1,1,1,0
324,Jaffa,14071.62687,6183.392671,2619.763597,city,winter,28-Dec-0022,jf16,NaN,F,adult,,0,92,NaN,124,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,13.9,,,85,1.442105263,0.25,0,,0,man made,bridge,1,1,1,0
327,Jaffa,14071.62687,6183.392671,2619.763597,city,winter,28-Dec-0022,jf20,NaN,F,adult,,0,101,NaN,131,NaN,NaN,1,non pregnant,non pregnant,no blood,31,NaN,0,0,13.9,,,85,1.445652174,0.25,0,,0,man made,bridge,1,1,1,0
330,Jaffa,14071.62687,6183.392671,2619.763597,city,winter,28-Dec-0022,jf25,NaN,F,adult,,0,94,NaN,130,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,2,2,13.9,,,85,1.241758242,0.25,0,,0,man made,bridge,1,1,1,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-21,,4161270,F,Adult,F,1,97,58,136.7,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,24.9,,,85,1.416666667,0.25,0,,0,man made,bridge,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-21,,4320396,F,Adult,M,1,99,69,141,42,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,24.9,,,85,1.325581395,0.25,0,,0,man made,bridge,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-21,,4161428,F,Adult,M,1,91,42,121,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,24.9,,,85,1.559139785,0.25,0,,0,man made,bridge,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-21,,4161262,F,Adult,F,1,95,40,128.7,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,24.9,,,85,1.588888889,0.25,0,,0,man made,bridge,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-21,,4320438,F,Adult,,0,91,NaN,116.1,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,NaN,NaN,24.9,,,85,1.677419355,0.25,0,,0,man made,bridge,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-21,,4320395,F,Adult,,0,92,NaN,112.8,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,NaN,NaN,24.9,,,85,1.6,0.25,0,,0,man made,bridge,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,20-Jul-21,,4161292,F,Adult,F,1,93,63,128.4,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,27.2,,,85,1.452631579,0.25,0,,0,man made,bridge,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,20-Jul-21,,4161286,F,Adult,F,1,93,38,133.5,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,27.2,,,89,1.214285714,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,20-Jul-21,,4320133,F,Adult,,0,86,NaN,113.2,NaN,NaN,1,non pregnant,non pregnant reproductive,,38,NaN,NaN,NaN,27.2,,,89,1.244444444,0.260869565,0,,0,man made,abandoned building,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,20-Jul-21,,4161285,F,Adult,M,1,93,60,129.2,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,27.2,,,89,1.387096774,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,20-Jul-21,,4320134,F,Adult,,0,89,NaN,127.2,NaN,NaN,1,non pregnant,early pregancy,,48,NaN,NaN,NaN,27.2,,,89,1.318681319,0.260869565,0,,0,man made,abandoned building,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,20-Jul-21,,4161247,F,Adult,M,1,89,62,121,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,27.2,,,89,1.460674157,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,20-Jul-21,,4161267,F,Adult,M,1,92,49,130.4,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,27.2,,,89,1.263736264,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4161422,F,Adult,F,1,88,71,105.3,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,8,8,27.2,,,89,1.347826087,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4163376,F,Adult,F,1,92,71,121.1,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,5,5,27.2,,,89,1.768421053,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4161357,F,Adult,,0,93,NaN,127,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,6,6,27.2,,,89,1.307692308,0.260869565,0,,0,man made,abandoned building,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4161266,F,old,,0,91,NaN,115.8,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,5,5,27.2,,,89,1.452631579,0.260869565,0,,0,man made,abandoned building,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4163010,F,Adult,M,1,95,68,136,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,14,14,27.2,,,89,1.606741573,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4163081,F,Adult,M,1,93,76,124.8,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,27.2,,,89,1.37755102,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4162870,F,Adult,F,1,93,66,129.5,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,6,6,27.2,,,89,1.464646465,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4161250,F,Adult,M,1,91,38,125.7,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27.2,,,89,1.440860215,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4161260,F,Adult,M,1,93,41,125.5,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,10,10,27.2,,,89,1.421052632,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4162836,F,Adult,M,1,90,53,122.7,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27.2,,,89,1.478723404,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4163411,F,Adult,M,1,89,58,116.2,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,10,10,27.2,,,89,1.729166667,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4163086,F,Adult,F,1,96,45,138.6,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,7,7,27.2,,,89,1.419354839,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4162869,F,Adult,,0,93,NaN,126.1,NaN,NaN,1,non pregnant,lactating,pup flew away,NaN,NaN,3,3,27.2,,,89,1.458333333,0.260869565,0,,0,man made,abandoned building,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,02-Aug-21,,4162893,F,Adult,F,1,96,62,132.8,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27.2,,,89,1.677083333,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4162854,F,Adult,F,1,96,38,147,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,27.4,,,89,1.336538462,0.260869565,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4163409,F,Adult,,0,94,NaN,131,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,27.4,,,89,1.4375,0.260869565,0,,0,man made,abandoned building,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4163140,F,Adult,,0,95,NaN,130.3,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,2,2,27.4,,,89,1.290322581,0.2,0,,0,man made,abandoned building,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4163061,F,Adult,M,1,90,49,136.3,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,9,9,27.4,,,89,1.428571429,0.2,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4161407,F,Adult,M,1,94,37,139.1,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,27.4,,,89,1.595744681,0.2,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4163131,F,Adult,M,1,89,74,125,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27.4,,,89,1.414893617,0.2,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4161381,F,Adult,M,1,89,68,125.3,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,27.4,,,89,1.372340426,0.2,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4161246,F,Adult,M,1,89,73,126,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27.4,,,89,1.333333333,0.2,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4161357,F,Adult,,0,98,NaN,130.1,NaN,NaN,1,non pregnant,lactating,recapture from 02/08/21,NaN,NaN,3,3,27.4,,,89,1.610526316,0.2,0,,0,man made,abandoned building,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4163204,F,Adult,M,1,91,38,135.8,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27.4,,,89,1.404255319,0.2,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4161421,F,Adult,M,1,91,39,131,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,27.4,,,89,1.355555556,0.2,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4161358,F,Adult,M,1,97,43,140.1,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,27.4,,,89,1.348314607,0.2,0,,0,man made,abandoned building,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4163419,F,Adult,M,1,97,40,132,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,10,10,27.4,,,7,1.489583333,1,0,,1,natural,marl cave,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4162873,F,Adult,,0,93,NaN,138.5,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,27.4,,,7,1.358695652,1,0,,1,natural,marl cave,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4163085,F,Adult,,0,100,NaN,141,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,5,5,27.4,,,7,1.456521739,1,0,,1,natural,marl cave,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4161355,F,Adult,,0,82,NaN,94.7,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,27.4,,,7,1.516129032,1,0,,1,natural,marl cave,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4162905,F,Adult,M,1,89,76,118,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,27.4,,,7,1.473684211,1,0,,1,natural,marl cave,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4161331,F,Adult,,0,78,NaN,66,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,3,3,27.4,,,7,1.284210526,1,0,,1,natural,marl cave,1,1,0,0
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4163201,F,Adult,F,1,96,37,147.4,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27.4,,,7,1.260416667,1,0,,1,natural,marl cave,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Aug-21,,4161395,F,Adult,M,1,91,75,119,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27.4,,,7,1.366666667,1,0,,1,natural,marl cave,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Aug-21,,4163049,F,Adult,M,1,99,64,143,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27.4,,,7,1.408602151,1,0,,1,natural,marl cave,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Aug-21,,4163108,F,Adult,F,1,90,71,122,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,6,6,27.4,,,7,1.291666667,1,0,,1,natural,marl cave,1,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Aug-21,,4163088,F,Adult,F,1,98,42,140,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,4,4,27.4,,,7,1.265957447,1,0,,1,natural,marl cave,1,1,0,1
