Var1,Colony,density_5km,density_15km,density_30km,type,season,Date___fert,Name,newChip,Sex,AGE,pupSex,pup,FA_mom,FA_pup,Weight_mom,pup_weight,preg_list,non_preg_list,min_reproductive_state,Reproductive_State,comments,BellyWidth,preg_parasites,parasites,nonpreg_parasites,temprature_IMS,,,date,BMI,preg_ratio,Reproductive_State_numeric,,min_morphology_numeric,min_morphology,morphology,group,real_year,winter_group,mom&preg
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538280,F,Adult,,0,95,NaN,128,NaN,NaN,1,non pregnant,reproductive non pregnant,,NaN,NaN,1,1,15.6,,,,1.404347826,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538291,F,Adult,F,yes,96,39,126,17,NaN,1,non pregnant,lactating,,NaN,NaN,6,6,15.6,,,,1.410416667,0.033333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,348420,F,Adult,,0,95,NaN,127,NaN,NaN,1,non pregnant,reproductive non  pregnant  lactating,bite mark nipple,NaN,NaN,6,6,15.6,,,,1.437362637,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538307,F,Adult,F,yes,94,38,105,18,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,15.6,,,,1.570833333,0.033333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538293,F,Adult,F,yes,95,39,124,18,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,15.6,,,,1.425531915,0.033333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538285,F,Adult,,0,97,NaN,131,NaN,NaN,1,non pregnant,reproductive non  pregnant,,NaN,NaN,2,2,15.6,,,,1.408602151,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538311,F,Adult,F,yes,92,39,122,19,NaN,1,non pregnant,lactating,,NaN,NaN,4,4,15.6,,,,1.596842105,0.033333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538319,F,Adult,M,yes,93,42,121,18,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,15.6,,,,1.427835052,0.033333333,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538298,F,Adult,,0,99,NaN,132,NaN,NaN,1,non pregnant,reproductive non  pregnant,,NaN,NaN,3,3,15.6,,,,1.378947368,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538296,F,Adult,,0,93,NaN,128,NaN,NaN,1,non pregnant,reproductive non  pregnant,,NaN,NaN,0,0,15.6,,,,1.494736842,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,4163156,F,Adult,,0,96,NaN,130,NaN,NaN,1,non pregnant,reproductive non  pregnant,,NaN,NaN,3,3,15.6,,,,1.427083333,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Mar-22,,538287,F,Adult,,0,102,NaN,138,NaN,NaN,1,non pregnant,reproductive non  pregnant lactating,,NaN,NaN,1,1,15.6,,,,1.525,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538613,F,Adult,,0,94.5,NaN,130,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,2,2,17.4,,,,1.52,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348611,F,Adult,,0,96,NaN,130,NaN,NaN,1,non pregnant,post lactating,flat nipple,NaN,NaN,0,0,17.4,,,,1.305208333,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348580,F,Adult,,0,95.5,NaN,137,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,17.4,,,,1.526315789,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538577,F,Adult,,0,98,NaN,115,NaN,NaN,1,non pregnant,post lactating,flat nipple,NaN,NaN,0,0,17.4,,,,1.536842105,0.033333333,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348619,F,Adult,,0,97,NaN,135,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,1,1,17.4,,,,1.559139785,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348618,F,adult,F,yes,96,51,126,26,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,17.4,,,,1.510869565,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538300,F,adult,F,yes,93,57,145,33,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,17.4,,,,1.450549451,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538301,F,Adult,M,yes,94,62,120,39,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,17.4,,,,1.478723404,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,4163046,F,Adult,,0,92,NaN,129,NaN,NaN,1,non pregnant,reproductive non pregnant post lactating,,NaN,NaN,0,0,17.4,,,,1.431578947,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348615,F,Adult,,0,91,NaN,107,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,1,1,17.4,,,,1.304347826,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348620,F,Adult,,0,91,NaN,121,NaN,NaN,1,non pregnant,post lactating,flat nipple,NaN,NaN,2,2,17.4,,,,1.478723404,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538284,F,Adult,M,yes,92,63,131,41,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,17.4,,,,1.376344086,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538594,F,Adult,,0,97,NaN,133,NaN,NaN,1,non pregnant,post lactating,,NaN,NaN,1,1,17.4,,,,1.318681319,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538303,F,adult,M,yes,93,54,120,33,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,17.4,,,,1.489795918,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348592,F,Adult,,0,92,NaN,128,NaN,NaN,1,non pregnant,reproductive non pregnant post lactating,,NaN,NaN,1,1,17.4,,,,1.544554455,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348622,F,Adult,,0,95,NaN,116,NaN,NaN,1,non pregnant,post lactating,,NaN,NaN,1,1,17.4,,,,1.380434783,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538583,F,Adult,,0,96,NaN,139,NaN,NaN,1,non pregnant,post lactating,flat nipple,NaN,NaN,1,1,17.4,,,,1.541666667,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,53586,F,Adult,M,yes,92,50,121,28,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,17.4,,,,1.241758242,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348578,F,Adult,,0,92,NaN,121,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,17.4,,,,1.413043478,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538611,F,Adult,,0,95,NaN,132,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,2,2,17.4,,,,1.559139785,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538575,F,adult,M,yes,95,61,123,34,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,17.4,,,,1.315217391,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538320,F,Adult,M,yes,95,62,131,39,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,17.4,,,,1.395604396,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348601,F,adult,F,yes,95,61,132,36,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,17.4,,,,1.397849462,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348613,F,Adult,F,yes,98,55,130,26,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,17.4,,,,1.396039604,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348607,F,Adult,M,yes,95,65,125,37,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,17.4,,,,1.5,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,538612,F,Adult,,0,94,NaN,114,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,3,3,17.4,,,,1.393617021,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,13-Apr-22,,348579,F,Adult,,0,94,NaN,106,NaN,NaN,1,non pregnant,post lactating,eye cataract,NaN,NaN,0,0,17.4,,,,1.336956522,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538584,F,Adult,,0,89,NaN,102,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,21.1,,,,1.5,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538727,F,Adult,M,yes,98,73,129,48,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,21.1,,,,1.441666667,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538761,F,Adult,,0,95,NaN,123,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,21.1,,,,1.535483871,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538587,F,Adult,F,yes,97,59,138,36,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,21.1,,,,1.489795918,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538750,F,Adult,,0,98,NaN,111.6,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,21.1,,,,1.446808511,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,348617,F,Adult,M,yes,91,70,137,43,NaN,1,non pregnant,lactating,pup can fly,NaN,NaN,4,4,21.1,,,,1.565217391,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538766,F,Adult,,0,94,NaN,116.3,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,21.1,,,,1.476344086,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,4062281,F,Adult,,0,92,NaN,145,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,21.1,,,,1.448888889,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538576,F,Adult,,0,90,NaN,107.5,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,2,2,21.1,,,,1.570652174,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538616,F,Adult,,0,95,NaN,127.5,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,1,1,21.1,,,,1.52688172,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538590,F,Adult,F,yes,93,69,130,43,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,21.1,,,,1.576086957,0.791666667,0,,1,natural,limestone cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538732,F,Adult,,0,95,NaN,132.7,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,21.1,,,,1.508791209,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,348576,F,Adult,,0,94.5,NaN,124,NaN,NaN,1,non pregnant,post lactating reproductive,flat nipple,NaN,NaN,0,0,21.1,,,,1.548387097,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538735,F,Adult,,0,84,NaN,122,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,21.1,,,,1.6,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538762,F,old,,0,93,NaN,127,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,21.1,,,,1.545652174,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,12-May-22,,538742,F,Adult,,0,93,NaN,135,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,1,1,21.1,,,,1.362365591,0.791666667,0,,1,natural,limestone cave,0,0,0,0
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,3439242,F,Adult,F,yes,95,70,143.6,NaN,NaN,1,non pregnant ,lactating ,"recapture, nessims mom",NaN,NaN,0,0,27,,,,1.425806452,0.791666667,0,,1,natural,limestone cave,0,0,0,1
0,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-1,NaN,F,adult,,0,91,NaN,161,NaN,1,NaN,pregnant,pregnant,,45,0,0,NaN,14.3,,,,1.443010753,0.791666667,1,,1,natural,limestone cave,0,0,0,1
1,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-2,NaN,F,adult,,0,90,NaN,125,NaN,1,NaN,pregnant,pregnant,,34,0,0,NaN,14.3,,,,1.294736842,0.791666667,1,,1,natural,limestone cave,0,0,0,1
2,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-3,NaN,F,adult,,0,96,NaN,172,NaN,1,NaN,pregnant,pregnant,,52,6,6,NaN,14.3,,,,1.397894737,0.791666667,1,,1,natural,limestone cave,0,0,0,1
3,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-4,NaN,F,adult,,0,92,NaN,162,NaN,1,NaN,pregnant,pregnant,,52,4,4,NaN,14.3,,,,1.304347826,0.791666667,1,,1,natural,limestone cave,0,0,0,1
4,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-5,NaN,F,adult,,0,95,NaN,140,NaN,1,NaN,pregnant,pregnant,,34,1,1,NaN,14.3,,,,1.417582418,0.791666667,1,,1,natural,limestone cave,0,0,0,1
5,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-6,NaN,F,adult,,0,93,NaN,112,NaN,1,NaN,pregnant,pregnant,,40,3,3,NaN,14.3,,,,1.505434783,0.791666667,1,,1,natural,limestone cave,0,0,0,1
6,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-7,NaN,F,adult,,0,91,NaN,162,NaN,1,NaN,pregnant,pregnant,,51,1,1,NaN,14.3,,,,1.595744681,0.791666667,1,,1,natural,limestone cave,0,0,0,1
7,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-8,NaN,F,adult,,0,95,NaN,167,NaN,1,NaN,pregnant,pregnant,,45,2,2,NaN,14.3,,,,1.677419355,0.791666667,1,,1,natural,limestone cave,0,0,0,1
9,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-10,NaN,F,adult,,0,90,NaN,149,NaN,1,NaN,pregnant,pregnant,,41,2,2,NaN,14.3,,,,1.663043478,0.807692308,1,,1,natural,limestone cave,0,0,0,1
10,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-11,NaN,F,adult,,0,95,NaN,155,NaN,1,NaN,pregnant,pregnant,,46,6,6,NaN,14.3,,,,1.652631579,0.807692308,1,,1,natural,limestone cave,0,0,0,1
11,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-12,NaN,F,adult,,0,92,NaN,162,NaN,1,NaN,pregnant,pregnant,,51,1,1,NaN,14.3,,,,1.595744681,0.807692308,1,,1,natural,limestone cave,0,0,0,1
12,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-13,NaN,F,adult,,0,93,NaN,151,NaN,1,NaN,pregnant,pregnant,,46,2,2,NaN,14.3,,,,1.537634409,0.807692308,1,,1,natural,limestone cave,0,0,0,1
13,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-14,NaN,F,adult,,0,96,NaN,163,NaN,1,NaN,pregnant,pregnant,,40,1,1,NaN,14.3,,,,1.431578947,0.807692308,1,,1,natural,limestone cave,0,0,0,1
14,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-15,NaN,F,adult,,0,94,NaN,162,NaN,1,NaN,pregnant,pregnant,,46,2,2,NaN,14.3,,,,1.064705882,0.807692308,1,,1,natural,limestone cave,0,0,0,1
15,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-16,NaN,F,adult,,0,96,NaN,174,NaN,1,NaN,pregnant,pregnant,,43,1,1,NaN,14.3,,,,1.7,0.807692308,1,,1,natural,limestone cave,0,0,0,1
16,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-17,NaN,F,adult,,0,94,NaN,142,NaN,1,NaN,pregnant,pregnant,,32,2,2,NaN,14.3,,,,1.733333333,0.807692308,1,,1,natural,limestone cave,0,0,0,1
18,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-19,NaN,F,adult,,0,96,NaN,164,NaN,1,NaN,pregnant,pregnant,,45,1,1,NaN,14.3,,,,1.393617021,0.807692308,1,,1,natural,limestone cave,0,0,0,1
19,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-20,NaN,F,adult,,0,96,NaN,164,NaN,1,NaN,pregnant,pregnant,,54,0,0,NaN,14.3,,,,1.779069767,0.807692308,1,,1,natural,limestone cave,0,0,0,1
20,Beit Govrin,7.714786059,361.8844481,567.7055625,rural,spring,28-Mar-0023,BG-21,NaN,F,adult,,0,98,NaN,168,NaN,1,NaN,pregnant,pregnant,,42,2,2,NaN,14.3,,,,1.340425532,0.807692308,1,,1,natural,limestone cave,0,0,0,1
22,Segafim,407.8869522,341.8639742,923.1368704,rural,spring,28-Mar-0023,SG-1,NaN,F,adult,,0,98,NaN,160,NaN,1,NaN,pregnant,pregnant,,47,1,1,NaN,14.8,,,,1.095238095,0.807692308,1,,1,natural,limestone cave,0,0,0,1
23,Segafim,407.8869522,341.8639742,923.1368704,rural,spring,28-Mar-0023,SG-2,NaN,F,adult,,0,93,NaN,154,NaN,1,NaN,pregnant,pregnant,,46,0,0,NaN,14.8,,,,1.580645161,0.807692308,1,,1,natural,limestone cave,0,0,0,1
29,Segafim,407.8869522,341.8639742,923.1368704,rural,spring,28-Mar-0023,SG-8,NaN,F,adult,,0,92,NaN,159,NaN,1,NaN,pregnant,pregnant,,46,1,1,NaN,14.8,,,,1.467391304,0.807692308,1,,1,natural,limestone cave,0,0,0,1
34,Segafim,407.8869522,341.8639742,923.1368704,rural,spring,28-Mar-0023,SG-13,NaN,F,adult,,0,92,NaN,164,NaN,1,NaN,pregnant,pregnant,,46,1,1,NaN,14.8,,,,1.483516484,0.807692308,1,,1,natural,limestone cave,0,0,0,1
35,Segafim,407.8869522,341.8639742,923.1368704,rural,spring,28-Mar-0023,SG-14,NaN,F,old,,0,92,NaN,146,NaN,1,NaN,pregnant,pregnant,,46,1,1,NaN,14.8,,,,1.655913978,0.807692308,1,,1,natural,limestone cave,0,0,0,1
38,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-2,NaN,F,adult,,0,91,NaN,139,NaN,1,NaN,pregnant,pregnant,,33,1,1,NaN,18.6,,,,1.456989247,0.807692308,1,,1,natural,limestone cave,0,0,0,1
39,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-3,NaN,F,adult,,0,90,NaN,132,NaN,1,NaN,pregnant,pregnant,,30,0,0,NaN,18.6,,,,1.451612903,0.807692308,1,,1,natural,limestone cave,0,0,0,1
49,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-13,NaN,F,adult,,0,91,NaN,130,NaN,1,NaN,pregnant,pregnant,,31,1,1,NaN,18.6,,,,1.489130435,0.807692308,1,,1,natural,limestone cave,0,0,0,1
51,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-15,NaN,F,adult,,0,96,NaN,123,NaN,1,NaN,pregnant,pregnant,,29,3,3,NaN,18.6,,,,1.574468085,0.807692308,1,,1,natural,limestone cave,0,0,0,1
53,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-17,NaN,F,adult,,0,95,NaN,133,NaN,1,NaN,pregnant,pregnant,,31,0,0,NaN,18.6,,,,1.591397849,0.807692308,1,,1,natural,limestone cave,0,0,0,1
54,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-18,NaN,F,adult,,0,91,NaN,154,NaN,1,NaN,pregnant,pregnant,,54,1,1,NaN,18.6,,,,1.446808511,0.807692308,1,,1,natural,limestone cave,0,0,0,1
55,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-19,NaN,F,adult,,0,96,NaN,152,NaN,1,NaN,pregnant,pregnant,,55,0,0,NaN,18.6,,,,1.447916667,0.807692308,1,,1,natural,limestone cave,0,0,0,1
57,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-21,NaN,F,adult,,0,90,NaN,138,NaN,1,NaN,pregnant,pregnant,,53,0,0,NaN,18.6,,,,1.369565217,0.807692308,1,,1,natural,limestone cave,0,0,0,1
58,Tinshemet,522.560257,1929.634255,3289.412398,rural,spring,06-Apr-0023,TS-22,NaN,F,adult,,0,88,NaN,110,NaN,1,NaN,pregnant,pregnant,,33,0,0,NaN,18.6,,,,1.344444444,0.807692308,1,,1,natural,limestone cave,0,0,0,1
59,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-1,NaN,F,adult,,0,93,NaN,155,NaN,1,NaN,pregnant,pregnant,,49,2,2,NaN,15.2,,,,1.012048193,0.807692308,1,,1,natural,limestone cave,0,0,0,1
60,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-2,NaN,F,adult,,0,92,NaN,152,NaN,1,NaN,pregnant,pregnant,,50,0,0,NaN,15.2,,,,1.361702128,0.322580645,1,,1,natural,limestone cave,0,0,0,1
61,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-3,NaN,F,adult,,0,92,NaN,134,NaN,1,NaN,pregnant,pregnant,,40,1,1,NaN,15.2,,,,1.478723404,0.322580645,1,,1,natural,limestone cave,0,0,0,1
63,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-5,NaN,F,adult,,0,98,NaN,170,NaN,1,NaN,pregnant,pregnant,,52,2,2,NaN,15.2,,,,1.51010101,0.322580645,1,,1,natural,limestone cave,0,0,0,1
64,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-6,NaN,F,adult,,0,94,NaN,154,NaN,1,NaN,pregnant,pregnant,,58,2,2,NaN,15.2,,,,1.397959184,0.322580645,1,,1,natural,limestone cave,0,0,0,1
65,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-7,NaN,F,adult,,0,94,NaN,154,NaN,1,NaN,pregnant,pregnant,,49,1,1,NaN,15.2,,,,1.367346939,0.322580645,1,,1,natural,limestone cave,0,0,0,1
66,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-8,NaN,F,adult,,0,96,NaN,161,NaN,1,NaN,pregnant,pregnant,,45,2,2,NaN,15.2,,,,1.380434783,0.322580645,1,,1,natural,limestone cave,0,0,0,1
67,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-9,NaN,F,adult,,0,93,NaN,140,NaN,1,NaN,pregnant,pregnant,,50,7,7,NaN,15.2,,,,1.5,0.322580645,1,,1,natural,limestone cave,0,0,0,1
68,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-10,NaN,F,adult,,0,86,NaN,131,NaN,1,NaN,pregnant,pregnant,,41,2,2,NaN,15.2,,,,1.369565217,0.322580645,1,,1,natural,limestone cave,0,0,0,1
69,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-11,NaN,F,adult,,0,94,NaN,161,NaN,1,NaN,pregnant,pregnant,,45,0,0,NaN,15.2,,,,1.357894737,0.322580645,1,,1,natural,limestone cave,0,0,0,1
70,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-12,NaN,F,adult,,0,95,NaN,156,NaN,1,NaN,pregnant,pregnant,,45,1,1,NaN,15.2,,,,1.642105263,0.322580645,1,,1,natural,limestone cave,0,0,0,1
71,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-13,NaN,F,adult,,0,93,NaN,158,NaN,1,NaN,pregnant,pregnant,,49,1,1,NaN,15.2,,,,1.731182796,0.322580645,1,,1,natural,limestone cave,0,0,0,1
72,Bnei Brit,551.6719246,884.9337109,1397.122011,rural,spring,28-Mar-0023,BB-14,NaN,F,adult,,0,94,NaN,165,NaN,1,NaN,pregnant,pregnant,,48,1,1,NaN,15.2,,,,1.447916667,0.322580645,1,,1,natural,limestone cave,0,0,0,1
